Id,PID,MS SubClass,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Land Slope,Neighborhood,Condition 1,Condition 2,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Sale Type,SalePrice,Total Baths,Has Finished Garage,Detached Garage,Has Finished Basement,Total sq ft,Is Remodeled,Has Pool,Has Fence,Has Paved Drive,Has Central Air,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Misc Feature_Gar2,Misc Feature_NA,Misc Feature_Othr,Misc Feature_Shed,Heating QC_Fa,Heating QC_Gd,Heating QC_Po,Heating QC_TA,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Age
346,527105130,60,0.0,11792,Pave,NA,IR1,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,188.0,4,3,PConc,4,850.0,0.0,158.0,1008.0,GasA,SBrkr,1008,1275,0,2283,4,1,4,9,Typ,1,4,3.0,632.0,3,3,120,46,0,0,0,0,0,WD ,270000,3,1,0,1,2449,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
678,535450200,50,60.0,8064,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Artery,Norm,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,3,3,CBlock,3,621.0,0.0,174.0,795.0,GasA,SBrkr,765,368,0,1133,3,1,3,5,Typ,0,0,2.0,900.0,3,3,0,0,0,0,231,0,0,COD,128500,1,0,1,1,1133,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68
2481,531452080,120,50.0,7175,Pave,NA,Reg,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,6,5,Gable,CompShg,Plywood,Plywood,NA,0.0,4,3,PConc,4,904.0,0.0,494.0,1398.0,GasA,SBrkr,1398,0,0,1398,2,1,4,5,Typ,0,0,2.0,542.0,3,3,0,46,0,0,0,0,0,WD ,172000,2,1,0,1,1444,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,28
2729,905300010,85,72.0,10820,Pave,NA,Reg,Lvl,AllPub,Gtl,Sawyer,Feedr,Norm,5,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,3,3,PConc,4,535.0,159.0,88.0,782.0,GasA,SBrkr,810,0,0,810,2,1,3,4,Typ,0,0,2.0,576.0,3,3,0,0,0,0,0,0,0,WD ,130000,1,0,1,1,810,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47
453,528174060,120,34.0,5381,Pave,NA,IR1,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,4,3,PConc,4,900.0,0.0,406.0,1306.0,GasA,SBrkr,1306,0,0,1306,1,1,4,5,Typ,1,4,2.0,624.0,3,3,170,63,0,0,0,0,0,WD ,196000,2,1,0,1,1539,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13
2234,910201020,45,50.0,5000,Pave,NA,Reg,Lvl,AllPub,Gtl,IDOTRR,RRAe,Norm,5,6,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,3,CBlock,3,116.0,0.0,604.0,720.0,GasA,FuseF,803,0,0,803,2,1,3,5,Typ,0,0,2.0,360.0,3,3,0,0,244,0,0,0,0,WD ,87000,1,0,1,1,803,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,77
2007,903204030,50,55.0,8674,Pave,NA,Reg,HLS,AllPub,Gtl,BrkSide,RRNn,Artery,5,6,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,3,CBlock,2,910.0,0.0,0.0,910.0,GasA,SBrkr,910,525,0,1435,3,1,3,6,Typ,0,0,1.0,308.0,3,3,0,33,0,0,0,0,0,WD ,128250,1,0,1,1,1468,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68
20,527302110,20,85.0,13175,Pave,NA,Reg,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,6,6,Gable,CompShg,Plywood,Plywood,Stone,119.0,3,3,CBlock,4,790.0,163.0,589.0,1542.0,GasA,SBrkr,2073,0,0,2073,3,1,3,7,Min1,2,3,2.0,500.0,3,3,349,0,0,0,0,0,0,WD ,210000,2,0,0,1,2422,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,40
2217,909279080,50,0.0,11275,Pave,NA,IR1,HLS,AllPub,Mod,Crawfor,Norm,Norm,6,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,3,3,CBlock,3,297.0,557.0,0.0,854.0,GasA,SBrkr,1096,895,0,1991,3,1,3,7,Typ,1,4,2.0,432.0,3,2,0,0,19,0,0,0,0,WD ,220000,2,0,1,1,1991,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86
232,905202090,20,60.0,9600,Pave,NA,Reg,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,4,7,Gable,CompShg,VinylSd,HdBoard,NA,0.0,3,3,CBlock,4,442.0,0.0,625.0,1067.0,GasA,SBrkr,1067,0,0,1067,2,1,4,4,Min2,0,0,2.0,436.0,3,3,290,0,0,0,0,0,0,WD ,128000,2,0,0,1,1357,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,68
1982,902201090,50,120.0,9000,Pave,NA,Reg,Lvl,AllPub,Gtl,OldTown,Norm,Norm,5,8,Gable,CompShg,Stucco,Stucco,NA,0.0,3,3,BrkTil,3,130.0,0.0,550.0,680.0,GasA,SBrkr,680,494,0,1174,2,1,4,6,Typ,1,4,2.0,576.0,3,3,116,26,40,0,0,0,0,WD ,135000,1,0,1,1,1316,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
1570,914476450,20,74.0,9990,Pave,NA,Reg,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,4,5,Gable,CompShg,HdBoard,HdBoard,NA,0.0,3,3,PConc,4,1383.0,0.0,297.0,1680.0,GasA,SBrkr,1689,0,0,1689,3,1,3,6,Typ,1,3,2.0,432.0,3,3,428,120,0,0,0,0,0,WD ,228500,2,0,0,1,2237,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,27
195,903226160,50,50.0,6000,Pave,NA,Reg,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,6,7,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,3,BrkTil,3,452.0,12.0,144.0,608.0,GasA,SBrkr,608,524,0,1132,2,1,3,5,Typ,0,0,1.0,240.0,3,3,0,0,128,0,0,0,0,WD ,134000,1,0,1,1,1132,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79
2307,526302040,20,85.0,10533,Pave,NA,IR1,Lvl,AllPub,Gtl,NAmes,Norm,Norm,6,6,Hip,CompShg,VinylSd,VinylSd,BrkFace,244.0,3,4,CBlock,3,773.0,0.0,235.0,1008.0,GasA,SBrkr,1024,0,0,1024,2,1,4,5,Typ,2,3,1.0,313.0,3,3,0,0,0,0,280,0,0,WD ,157500,1,0,0,1,1024,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,62
504,528387030,60,0.0,11692,Pave,NA,IR1,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,8,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,372.0,4,3,PConc,4,624.0,0.0,549.0,1173.0,GasA,SBrkr,1215,1017,0,2232,3,1,4,8,Typ,1,3,2.0,623.0,3,3,173,165,0,0,0,0,0,WD ,263550,3,1,0,1,2570,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25
1644,527301080,20,0.0,12546,Pave,NA,IR1,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,6,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,310.0,4,4,CBlock,4,678.0,0.0,762.0,1440.0,GasA,SBrkr,1440,0,0,1440,3,1,4,7,Typ,1,3,2.0,467.0,3,3,0,0,99,0,0,0,0,WD ,182900,2,1,0,1,1440,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37
939,909475300,20,0.0,21695,Pave,NA,IR1,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,6,9,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,4,808.0,0.0,72.0,880.0,GasA,SBrkr,1680,0,0,1680,3,1,4,5,Typ,1,4,2.0,540.0,3,3,292,44,0,182,0,0,0,WD ,222000,2,1,0,1,2016,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30
1591,923202137,20,77.0,9278,Pave,NA,Reg,Lvl,AllPub,Gtl,Mitchel,Feedr,Artery,5,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,PConc,4,0.0,0.0,1092.0,1092.0,GasA,SBrkr,1092,0,0,1092,2,1,3,5,Typ,0,0,0.0,0.0,0,0,0,52,0,0,0,0,0,WD ,146000,1,0,0,0,1144,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
2001,902404010,30,90.0,8100,Pave,Pave,Reg,Lvl,AllPub,Gtl,OldTown,Norm,Norm,5,6,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,BrkTil,3,338.0,0.0,1221.0,1559.0,GasA,SBrkr,1559,0,0,1559,2,1,3,5,Min2,0,0,2.0,812.0,3,3,0,116,230,0,0,0,0,COD,153500,1,0,1,1,1675,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,70
2379,528102010,20,129.0,16737,Pave,NA,Reg,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,66.0,4,3,PConc,5,1447.0,0.0,533.0,1980.0,GasA,SBrkr,1980,0,0,1980,3,1,5,8,Typ,1,4,3.0,770.0,3,3,194,45,0,0,0,0,0,WD ,315000,2,1,0,1,2219,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
1100,528315110,60,80.0,9200,Pave,NA,Reg,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,4,3,PConc,4,986.0,0.0,484.0,1470.0,GasA,SBrkr,1470,1160,0,2630,4,1,4,8,Typ,1,3,3.0,696.0,3,3,0,66,0,0,0,0,0,WD ,315000,3,1,0,1,2696,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20
1118,528431120,60,73.0,9801,Pave,NA,Reg,Lvl,AllPub,Gtl,Somerst,Norm,Norm,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,156.0,4,3,PConc,4,0.0,0.0,1341.0,1341.0,GasA,SBrkr,1341,520,0,1861,3,1,4,7,Typ,1,4,3.0,851.0,3,3,144,60,0,0,0,0,0,WD ,257000,3,1,0,0,2065,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
1593,923204040,85,150.0,14137,Pave,NA,Reg,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,4,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,3,3,CBlock,4,865.0,247.0,88.0,1200.0,GasA,SBrkr,1200,0,0,1200,3,1,3,6,Typ,0,0,3.0,850.0,3,3,0,119,0,0,171,0,0,ConLD,173000,1,1,0,1,1319,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,54
2338,527226010,60,0.0,14762,Pave,NA,IR2,Lvl,AllPub,Gtl,Gilbert,Feedr,Norm,5,6,Gable,CompShg,Plywood,Plywood,NA,0.0,3,3,Slab,0,0.0,0.0,0.0,0.0,GasA,SBrkr,1547,720,53,2320,2,1,3,7,Typ,1,3,2.0,672.0,3,3,120,144,0,0,0,0,0,WD ,169000,2,0,0,1,2584,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,70
458,528178010,20,117.0,15262,Pave,NA,IR1,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,470.0,4,3,PConc,5,1557.0,0.0,643.0,2200.0,GasA,SBrkr,2200,0,0,2200,3,1,5,8,Typ,1,4,3.0,685.0,3,3,208,55,0,0,0,0,0,WD ,382500,3,1,0,1,2463,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
1454,907250020,20,75.0,9742,Pave,NA,Reg,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,4,3,PConc,4,0.0,0.0,1777.0,1777.0,GasA,SBrkr,1795,0,0,1795,3,1,4,7,Typ,1,4,2.0,534.0,3,3,171,159,0,0,0,0,0,WD ,230000,2,1,0,0,2125,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
641,535301170,20,74.0,8532,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Norm,Norm,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,3,3,CBlock,3,1213.0,0.0,84.0,1297.0,GasA,SBrkr,1297,0,0,1297,3,1,3,5,Typ,1,3,2.0,498.0,3,3,0,0,0,0,0,0,0,WD ,153000,1,1,0,1,1297,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,64
644,535303150,20,79.0,10634,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Norm,Norm,5,6,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,3,PConc,3,428.0,180.0,0.0,608.0,GasA,SBrkr,1319,0,0,1319,3,1,3,5,Min2,0,0,1.0,270.0,3,3,66,0,0,0,0,0,0,WD ,123000,1,0,0,1,1385,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,65
840,907131190,20,65.0,14753,Pave,NA,IR2,Low,AllPub,Gtl,CollgCr,PosN,Norm,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,PConc,4,950.0,0.0,513.0,1463.0,GasA,SBrkr,1463,0,0,1463,3,1,3,5,Typ,0,0,2.0,539.0,3,3,0,81,0,0,0,0,0,WD ,207000,2,1,0,1,1544,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
1307,902207220,75,87.0,18386,Pave,NA,Reg,Lvl,AllPub,Gtl,OldTown,Norm,Norm,7,9,Gable,CompShg,CemntBd,CmentBd,NA,0.0,3,3,BrkTil,3,0.0,0.0,1470.0,1470.0,GasA,SBrkr,1675,1818,0,3493,3,1,4,10,Typ,1,5,3.0,870.0,3,3,302,0,0,0,0,0,0,WD ,295000,3,0,0,0,3795,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,138
1809,531375140,20,60.0,12450,Pave,NA,Reg,Lvl,AllPub,Gtl,SawyerW,RRAe,Norm,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,126.0,4,3,PConc,4,729.0,0.0,365.0,1094.0,GasA,SBrkr,1094,0,0,1094,3,1,4,6,Typ,0,0,2.0,576.0,3,3,0,0,0,0,0,0,0,WD ,149000,1,0,1,1,1094,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
56,528240070,60,0.0,7851,Pave,NA,Reg,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,625.0,0.0,235.0,860.0,GasA,SBrkr,860,1100,0,1960,4,1,4,8,Typ,2,3,2.0,440.0,3,3,288,48,0,0,0,0,0,WD ,216500,3,1,0,1,2296,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
1905,534453080,20,50.0,5175,Pave,NA,Reg,Lvl,AllPub,Gtl,BrkSide,RRAn,Feedr,5,8,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,CBlock,3,150.0,404.0,254.0,808.0,GasA,SBrkr,808,0,0,808,2,1,3,5,Typ,0,0,1.0,308.0,3,3,143,0,0,0,0,0,0,COD,112000,1,0,1,1,951,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60
2060,905105170,20,0.0,8398,Pave,NA,IR1,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,323.0,3,4,CBlock,3,114.0,529.0,300.0,943.0,GasA,SBrkr,943,0,0,943,2,1,3,5,Typ,0,0,2.0,528.0,3,3,132,0,0,0,0,0,0,WD ,134500,1,0,1,1,1075,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,51
1085,528228540,20,53.0,3710,Pave,NA,Reg,Lvl,AllPub,Gtl,Blmngtn,Norm,Norm,7,5,Gable,CompShg,WdShing,Wd Shng,BrkFace,20.0,4,3,PConc,4,0.0,0.0,1146.0,1146.0,GasA,SBrkr,1246,0,0,1246,2,1,4,5,Typ,1,4,2.0,428.0,3,3,100,24,0,0,0,0,0,New,187687,2,1,0,0,1370,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
305,911128180,50,60.0,7500,Pave,NA,Reg,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,4,4,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,4,CBlock,3,0.0,0.0,698.0,698.0,GasA,FuseA,698,430,0,1128,2,1,3,6,Typ,0,0,2.0,528.0,3,3,30,0,164,0,0,0,0,COD,68400,1,1,1,0,1158,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98
671,535403190,20,62.0,8010,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Norm,Norm,6,9,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0.0,4,4,CBlock,3,745.0,0.0,206.0,951.0,GasA,SBrkr,951,0,0,951,2,1,4,6,Typ,0,0,2.0,480.0,3,3,0,0,42,0,0,0,450,WD ,143500,1,0,1,1,951,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,60
833,906402060,80,0.0,12800,Pave,NA,Reg,Low,AllPub,Mod,SawyerW,Norm,Norm,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,4,3,PConc,4,1518.0,0.0,0.0,1518.0,GasA,SBrkr,1644,0,0,1644,2,1,4,5,Typ,1,3,2.0,569.0,3,3,80,0,0,0,396,0,0,WD ,275000,2,1,0,1,1724,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29
2891,914476500,90,82.0,11070,Pave,NA,Reg,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.0,3,3,CBlock,3,0.0,0.0,1907.0,1907.0,GasA,SBrkr,1959,0,0,1959,5,2,3,9,Typ,0,0,3.0,766.0,3,3,0,0,0,0,0,0,0,WD ,171000,3,0,0,0,1959,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,30
486,528280230,60,0.0,12224,Pave,NA,IR1,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,695.0,0.0,297.0,992.0,GasA,SBrkr,1022,1032,0,2054,3,1,4,7,Typ,1,3,2.0,390.0,3,3,24,48,0,0,0,0,0,WD ,244000,3,1,0,1,2126,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18
334,923230190,20,50.0,6953,Pave,NA,Reg,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,5,7,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,4,CBlock,3,469.0,0.0,395.0,864.0,GasA,SBrkr,874,0,0,874,3,1,3,5,Typ,0,0,1.0,352.0,3,3,0,0,0,0,0,0,0,ConLD,130000,1,0,1,1,874,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47
1804,528482010,20,100.0,11824,Pave,NA,IR1,Lvl,AllPub,Gtl,Somerst,Norm,Norm,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,4,3,PConc,4,0.0,0.0,1685.0,1685.0,GasA,SBrkr,1685,0,0,1685,2,1,4,5,Typ,1,4,3.0,658.0,3,3,112,63,0,0,0,0,0,WD ,253000,2,1,0,0,1860,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
2690,903430130,30,153.0,4118,Pave,Grvl,IR1,Bnk,AllPub,Mod,OldTown,Feedr,Norm,4,4,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,3,3,CBlock,3,0.0,0.0,693.0,693.0,Grav,FuseA,693,0,0,693,2,1,2,4,Typ,0,0,0.0,0.0,0,0,0,20,0,0,0,0,0,WD ,52500,1,0,0,0,713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77
299,909455030,120,35.0,3907,Pave,NA,IR1,HLS,AllPub,Mod,Blueste,Norm,Norm,8,6,Gable,CompShg,HdBoard,HdBoard,NA,0.0,4,3,CBlock,4,747.0,0.0,235.0,982.0,GasA,SBrkr,1034,0,0,1034,1,1,4,4,Typ,1,3,2.0,598.0,3,3,141,36,0,0,0,0,0,WD ,185000,1,1,0,1,1211,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,29
466,528220040,60,57.0,8918,Pave,NA,IR1,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,0.0,0.0,745.0,745.0,GasA,SBrkr,745,745,0,1490,3,1,4,7,Typ,1,4,2.0,392.0,3,3,36,20,0,0,0,0,0,WD ,167800,3,1,0,0,1546,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
440,528120160,20,76.0,9591,Pave,NA,Reg,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,4,3,PConc,5,1088.0,0.0,625.0,1713.0,GasA,SBrkr,1713,0,0,1713,3,1,5,7,Typ,1,4,3.0,856.0,3,3,0,26,0,0,170,0,0,WD ,274900,2,1,0,1,1739,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
378,527354100,80,0.0,14115,Pave,NA,Reg,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,3,3,CBlock,4,1036.0,0.0,336.0,1372.0,GasA,SBrkr,1472,0,0,1472,3,1,3,6,Typ,2,3,2.0,588.0,3,3,233,48,0,0,0,0,0,WD ,187500,2,0,0,1,1753,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,38
513,528441020,60,75.0,9675,Pave,NA,Reg,Lvl,AllPub,Gtl,Somerst,Norm,Norm,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,341.0,0.0,772.0,1113.0,GasA,SBrkr,1113,858,0,1971,3,1,4,8,Typ,1,4,2.0,689.0,3,3,0,48,0,0,0,0,0,WD ,253000,3,1,0,1,2019,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
1597,923225310,180,21.0,1974,Pave,NA,Reg,Lvl,AllPub,Gtl,MeadowV,Norm,Norm,4,7,Gable,CompShg,CemntBd,CmentBd,NA,0.0,3,4,CBlock,4,501.0,0.0,25.0,526.0,GasA,SBrkr,526,462,0,988,2,1,3,5,Typ,0,0,1.0,297.0,3,3,120,101,0,0,0,0,0,WD ,105000,1,1,0,1,1209,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,45
